premise,hypothesis,label,triplet_nr,measure_1,range_bin,triplet_avg_measure_1
A woman in a baggy t-shirt looking at gallon jugs of vanilla ice cream at a grocery store.,A woman is picking out apples from a fresh produce market.,2,142989,0.0920893996940278,0,0.19634873683478937
A woman in a baggy t-shirt looking at gallon jugs of vanilla ice cream at a grocery store.,The grocery store has at least one flavor of ice cream.,0,142989,0.34110075599585127,2,0.19634873683478937
A woman in a baggy t-shirt looking at gallon jugs of vanilla ice cream at a grocery store.,A woman is trying to decide if she wants to get ice cream for a party.,1,142989,0.1558560548144891,1,0.19634873683478937
"During a martial arts match, a man attempts to kick the other in the face.",The man attempts to hug the other man.,2,41102,0.4389158669639621,3,0.1960901221607956
"During a martial arts match, a man attempts to kick the other in the face.",The men are trained well.,1,41102,0.1160211661850914,0,0.1960901221607956
"During a martial arts match, a man attempts to kick the other in the face.",There are men.,0,41102,0.03333333333333333,0,0.1960901221607956
"A man stands by himself under a tree on a lawn, shading his eyes as he regards the housing development in the background.",A man looks at the housing development which is replacing the quiet woodland he used to see,1,92662,0.2142265702388674,1,0.196014916686284
"A man stands by himself under a tree on a lawn, shading his eyes as he regards the housing development in the background.",The man is indoors at the kitchen table reading a newspaper,2,92662,0.1362770003908655,0,0.196014916686284
"A man stands by himself under a tree on a lawn, shading his eyes as he regards the housing development in the background.",A solitary man stands outdoors blocking the sun from his eyes,0,92662,0.23754117942911912,1,0.196014916686284
"Two people, one man and one woman, jumping at the same time.",The people are jumping.,0,106934,0.2796142983805133,1,0.19544027148784374
"Two people, one man and one woman, jumping at the same time.",The people are jumping off a bridge.,1,106934,0.2219469483591131,1,0.19544027148784374
"Two people, one man and one woman, jumping at the same time.",The couple are sitting down for dinner.,2,106934,0.08475956772390487,0,0.19544027148784374
A woman in blue clothing smiling as people in the background walk by.,The female was  smiling in the crowded area.,0,142246,0.2560571842675869,1,0.19407763027050093
A woman in blue clothing smiling as people in the background walk by.,The female was smiling at the people walking past.,1,142246,0.21408289265811037,1,0.19407763027050093
A woman in blue clothing smiling as people in the background walk by.,The female was walking with everyone and they were smiling at her.,2,142246,0.11209281388580547,0,0.19407763027050093
Three men with reflective safety jackets are watching two men in reflective jackets put rocks into a hole in the road.,Five men are wearing safety jackets.,0,13599,0.2761063163777348,1,0.19406106085633054
Three men with reflective safety jackets are watching two men in reflective jackets put rocks into a hole in the road.,Three men are outside.,0,13599,0.2283142710141034,1,0.19406106085633054
Three men with reflective safety jackets are watching two men in reflective jackets put rocks into a hole in the road.,People are skipping stones.,2,13599,0.07776259517715338,0,0.19406106085633054
"A man, on the side of the road, playing a xylophone.",The man is running away with a saxophone.,2,46133,0.2348219853310961,1,0.19405150550576244
"A man, on the side of the road, playing a xylophone.",A performer is practicing for his big recital.,1,46133,0.06666666666666667,0,0.19405150550576244
"A man, on the side of the road, playing a xylophone.",A man is playing a song for donations from the crowd.,1,46133,0.2806658645195245,1,0.19405150550576244
A man opening novelty gifts including a large plush green beer.,A person is opening presents.,0,99477,0.1656505872459368,1,0.19400421066145315
A man opening novelty gifts including a large plush green beer.,A man is sleeping on the couch.,2,99477,0.14208851793386396,0,0.19400421066145315
A man opening novelty gifts including a large plush green beer.,A man is opening gifts at his birthday party.,1,99477,0.2742735268045588,1,0.19400421066145315
A solemn looking asian woman holding red sticks that emit smoke from the top.,A woman is holding some smoking sticks.,0,91377,0.2508702330427238,1,0.193693966481662
A solemn looking asian woman holding red sticks that emit smoke from the top.,A woman is holding a guitar.,2,91377,0.20850059431988102,1,0.193693966481662
A solemn looking asian woman holding red sticks that emit smoke from the top.,A woman is at a funeral service.,1,91377,0.12171107208238117,0,0.193693966481662
"Women in jackets sitting in a theater, smiling.",Three guys are at a concert.,2,139194,0.0857142857142857,0,0.19337159456701913
"Women in jackets sitting in a theater, smiling.",Two ladies are in the theater on a Tuesday.,1,139194,0.24976517754054633,1,0.19337159456701913
"Women in jackets sitting in a theater, smiling.",Two ladies are in the theater.,0,139194,0.24463532044622532,1,0.19337159456701913
An old man named Jim is knitting.,Man watching movie,2,108117,0.11014677519492694,0,0.19316379774714365
An old man named Jim is knitting.,The old man is cooking,2,108117,0.3178568564152219,2,0.19316379774714365
An old man named Jim is knitting.,Bob is cooking burgers.,2,108117,0.15148776163128208,1,0.19316379774714365
Boy Scouts pay their respects to a fallen hero.,The Boy Scouts are wearing their uniforms.,1,57665,0.27271235123504123,1,0.1918119008841996
Boy Scouts pay their respects to a fallen hero.,The hero is dead.,0,57665,0.13177953949964016,0,0.1918119008841996
Boy Scouts pay their respects to a fallen hero.,The Boy Scouts are swimming at the pool.,2,57665,0.1709438119179174,1,0.1918119008841996
The cooks are preparing hamburgers for the customers.,The cooks do their job.,0,148717,0.27414636302010525,1,0.18972471150377312
The cooks are preparing hamburgers for the customers.,A man grills hot dogs.,2,148717,0.046153846153846156,0,0.18972471150377312
The cooks are preparing hamburgers for the customers.,The cooks make Kobe beef burgers.,1,148717,0.24887392533736796,1,0.18972471150377312
A group of people making paper lanterns.,People are making something.,0,118330,0.284222268422505,1,0.18949435995619704
A group of people making paper lanterns.,The people are doing jump rope.,2,118330,0.12908368500400463,0,0.18949435995619704
A group of people making paper lanterns.,The people are laughing.,1,118330,0.15517712644208156,1,0.18949435995619704
Football players gathering to contest something to collaborating officials.,the football players are yelling at officials,1,60163,0.22227849998437899,1,0.1892966307188658
Football players gathering to contest something to collaborating officials.,the football players are pleased with officials,2,60163,0.22227849998437899,1,0.1892966307188658
Football players gathering to contest something to collaborating officials.,the football players do not agree with a ruling,0,60163,0.12333289218783938,0,0.1892966307188658
A skier about to go down the mountain.,The person is skiing.,0,7072,0.142396852540373,0,0.18908283050268682
A skier about to go down the mountain.,The person is competing.,1,7072,0.142396852540373,0,0.18908283050268682
A skier about to go down the mountain.,The skier is flying a plane.,2,7072,0.2824547864273144,1,0.18908283050268682
Two dogs holding a green and orange toy between them.,Two dogs were holding something together in their mouths.,0,136853,0.22197370758740262,1,0.18859704589783513
Two dogs holding a green and orange toy between them.,The two angry dogs ran at one another.,2,136853,0.15991174640952502,1,0.18859704589783513
Two dogs holding a green and orange toy between them.,There were two dogs close together.,0,136853,0.18390568369657778,1,0.18859704589783513
Two people a man and a woman on stage demonstration the martial arts to a crowd.,The couple were fighting over an argument of who should keep the cat.,2,4100,0.0778858821412538,0,0.18835653194251856
Two people a man and a woman on stage demonstration the martial arts to a crowd.,The people on stage were demonstrating karate.,0,4100,0.27549050283162996,1,0.18835653194251856
Two people a man and a woman on stage demonstration the martial arts to a crowd.,The woman broke a block of stone held by the two men.,1,4100,0.2116932108546719,1,0.18835653194251856
A woman stands outside near an elaborate chalk illustration.,A woman is outside standing by a sidewalk.,0,10439,0.239739016704618,1,0.1881699419983297
A woman stands outside near an elaborate chalk illustration.,The graffiti on the wall had no artistic value whatsoever.,2,10439,0.03157894736842105,0,0.1881699419983297
A woman stands outside near an elaborate chalk illustration.,A woman stands next to a chalk drawing she did.,1,10439,0.29319186192195007,2,0.1881699419983297
A passerby with a bike looking at a mime on the street.,Goldfish swim in a bowl.,2,6827,0.08,0,0.18805285665138535
A passerby with a bike looking at a mime on the street.,People gather around a mime.,1,6827,0.1656505872459368,1,0.18805285665138535
A passerby with a bike looking at a mime on the street.,A performer on the street draws attention.,0,6827,0.31850798270821923,2,0.18805285665138535
This depicts seven people on a raft with life jackets,The seven people are drinking hot tea.,2,5488,0.13334975632822582,0,0.18792229724034745
This depicts seven people on a raft with life jackets,The life jackets they are wearing are yellow.,1,5488,0.12265887731471092,0,0.18792229724034745
This depicts seven people on a raft with life jackets,There are seven people in this raft.,0,5488,0.30775825807810553,2,0.18792229724034745
There are two white rabbits in a caged area.,Rabbits indoors.,1,71061,0.16931369693172887,1,0.1876275549877784
There are two white rabbits in a caged area.,Animals in a cage.,0,71061,0.19668709418413116,1,0.1876275549877784
There are two white rabbits in a caged area.,Reptiles are in the tree branches.,2,71061,0.1968818738474752,1,0.1876275549877784
"A lot of people are sitting at tables, watching TV screens.",There are people who are using technology.,0,83431,0.18506346731078976,1,0.1875455240109806
"A lot of people are sitting at tables, watching TV screens.",There are people indoors.,1,83431,0.1977257360674326,1,0.1875455240109806
"A lot of people are sitting at tables, watching TV screens.",People are standing and singing.,2,83431,0.1798473686547194,1,0.1875455240109806
A group of people stand on a brick path.,A couple of people are standing together.,0,110996,0.2583881512644299,1,0.18742261728553813
A group of people stand on a brick path.,A few people are waiting for a bus.,1,110996,0.16240337289201665,1,0.18742261728553813
A group of people stand on a brick path.,A couple are sitting on the park bench together.,2,110996,0.14147632770016794,0,0.18742261728553813
A bicycle stunt person midair performing a trick with fans watching.,A man is doing a skateboarding trick.,2,14623,0.15270721658639974,1,0.18728152438040788
A bicycle stunt person midair performing a trick with fans watching.,A person is on a bicycle.,0,14623,0.26704883862095996,1,0.18728152438040788
A bicycle stunt person midair performing a trick with fans watching.,A person is doing an outdoor show.,1,14623,0.14208851793386396,0,0.18728152438040788
A man walking behind a red truck near a storefront.,The man is walking.,0,111563,0.2587976014896685,1,0.18690031613314897
A man walking behind a red truck near a storefront.,The man sells surgical equipments.,2,111563,0.12970560229783917,0,0.18690031613314897
A man walking behind a red truck near a storefront.,The man is carrying the goods to his truck.,1,111563,0.1721977446119393,1,0.18690031613314897
two men are sitting at a bar speaking to each other while enjoying drinks.,There are men.,0,70599,0.1948695559464095,1,0.18687498775585384
two men are sitting at a bar speaking to each other while enjoying drinks.,The bar is large.,1,70599,0.09724651594250291,0,0.18687498775585384
two men are sitting at a bar speaking to each other while enjoying drinks.,The men are standing at the bar.,2,70599,0.26850889137864903,1,0.18687498775585384
A man observes collected belongings that are scattered about the beach.,A man sits in an igloo with two penguins and a captive seal.,2,113057,0.1020806168762199,0,0.18684561301034167
A man observes collected belongings that are scattered about the beach.,A man looks for treasures on the beach.,1,113057,0.2761000537223639,1,0.18684561301034167
A man observes collected belongings that are scattered about the beach.,A man looks at all the items people left in the sand.,0,113057,0.18235616843244126,1,0.18684561301034167
A person sitting on a ledge with a letter in their hands.,The person has a letter that his girlfriend wrote.,1,171164,0.19520586405658383,1,0.1867129630235741
A person sitting on a ledge with a letter in their hands.,The person is standing on the ledge.,2,171164,0.25222580842773873,1,0.1867129630235741
A person sitting on a ledge with a letter in their hands.,The person is holding something.,0,171164,0.11270721658639976,0,0.1867129630235741
"A Sheltie runs through the forest with his tongue out, mouth open.",The sheltie is in the city.,2,43560,0.18751420427025617,1,0.18666621260376556
"A Sheltie runs through the forest with his tongue out, mouth open.",The sheltie is thirsty.,0,43560,0.18624221677052025,1,0.18666621260376556
"A Sheltie runs through the forest with his tongue out, mouth open.",The sheltie is lost.,1,43560,0.18624221677052025,1,0.18666621260376556
"Two men are next to each other, with one holding a microphone.",The men are swimming in the ocean.,2,96726,0.1452163136664539,1,0.18648658519305572
"Two men are next to each other, with one holding a microphone.",The men are performing at a nightclub.,1,96726,0.19050122514219303,1,0.18648658519305572
"Two men are next to each other, with one holding a microphone.",A man is holding a microphone.,0,96726,0.22374221677052025,1,0.18648658519305572
A man wearing a old style suit dancing in a ballroom with a woman.,the man is naked,2,158877,0.07507472792056978,0,0.18634766998533148
A man wearing a old style suit dancing in a ballroom with a woman.,the man is a farmer,1,158877,0.11507472792056977,0,0.18634766998533148
A man wearing a old style suit dancing in a ballroom with a woman.,a man wearing a suit,0,158877,0.3688935541148549,2,0.18634766998533148
"A brown beast of burden is suspended in midair by the cart it's pulling, which is carrying various white packages and toppled over in the sand.",The overladen cart tipped over and pulled the horse into the air.,1,104737,0.19368299293477353,1,0.1857388206585977
"A brown beast of burden is suspended in midair by the cart it's pulling, which is carrying various white packages and toppled over in the sand.",The horse carefully pulled the heavy cart down the road.,2,104737,0.13603702396291728,0,0.1857388206585977
"A brown beast of burden is suspended in midair by the cart it's pulling, which is carrying various white packages and toppled over in the sand.",The animal is connected to the toppled cart.,0,104737,0.22749644507810227,1,0.1857388206585977
Man in a black suit smiles at a female in a black sleeveless dress at a formal event.,THe man smiles at his wife,1,156225,0.20481432205992786,1,0.18541122999967405
Man in a black suit smiles at a female in a black sleeveless dress at a formal event.,THe man and woman are running,2,156225,0.0528724669906203,0,0.18541122999967405
Man in a black suit smiles at a female in a black sleeveless dress at a formal event.,A man and woman are at a formal event,0,156225,0.2985469009484739,2,0.18541122999967405
A dog swims in a pool.,the dog is a chihuahua,1,66704,0.191086755444288,1,0.18512130023184625
A dog swims in a pool.,A dog is sleeping beside a lake.,2,66704,0.2309438119179174,1,0.18512130023184625
A dog swims in a pool.,A puppy is swiming.,1,66704,0.13333333333333333,0,0.18512130023184625
A group of people walk down the street waving rainbow flags.,The people are outdoors.,0,101935,0.20629716463886116,1,0.18505784771230527
A group of people walk down the street waving rainbow flags.,"A single person is alone in the street, waving a flag.",2,101935,0.23380165057748492,1,0.18505784771230527
A group of people walk down the street waving rainbow flags.,People are eating lunch.,2,101935,0.11507472792056977,0,0.18505784771230527
A man wearing a Rastafarian hat and Fred locks leans forward with his arms outstretched and his hands together.,A man is leaning forward,0,168910,0.14689673010851423,1,0.1847715278439538
A man wearing a Rastafarian hat and Fred locks leans forward with his arms outstretched and his hands together.,There is a man wearing a Rastafarian hat because his dad gave it to him.,1,168910,0.258671372166383,1,0.1847715278439538
A man wearing a Rastafarian hat and Fred locks leans forward with his arms outstretched and his hands together.,The man is stretching his body.,1,168910,0.14874648125696419,1,0.1847715278439538
"A man in a brown uniform reaching out from an industrial doorway, as if he is going to shut the door.",A UPS driver is handing an object to someone outside.,1,51886,0.16007475626513165,1,0.1846979956108481
"A man in a brown uniform reaching out from an industrial doorway, as if he is going to shut the door.",This man is dead,2,51886,0.10497944358631006,0,0.1846979956108481
"A man in a brown uniform reaching out from an industrial doorway, as if he is going to shut the door.",The man is in an office.,2,51886,0.28903978698110255,2,0.1846979956108481
The girl in the pink California Santa Cruz sweatshirt was cutting cheese for the picnic.,A girl cuts cheddar cheese.,1,18314,0.15804224094442756,1,0.18465057243318428
The girl in the pink California Santa Cruz sweatshirt was cutting cheese for the picnic.,A girl farts alone at home.,2,18314,0.08422328183652039,0,0.18465057243318428
The girl in the pink California Santa Cruz sweatshirt was cutting cheese for the picnic.,A girl cuts the cheese.,0,18314,0.3116861945186049,2,0.18465057243318428
It is two track runners that just got done running a track race.,Two people were in a race.,0,92425,0.20604834719547233,1,0.18405027001191201
It is two track runners that just got done running a track race.,The runners are both males.,1,92425,0.09654468016740968,0,0.18405027001191201
It is two track runners that just got done running a track race.,Two people are relieved a race is over.,1,92425,0.24955778267285406,1,0.18405027001191201
Two men wearing plastic aprons are working in an industrial setting.,These two men have other clothing on to work in.,-1,74401,0.19377854658357402,1,0.1840159103249223
Two men wearing plastic aprons are working in an industrial setting.,Two people have aprons on while working.,0,74401,0.23381696152284054,1,0.1840159103249223
Two men wearing plastic aprons are working in an industrial setting.,These two guys have aprons on to make a bar b que.,2,74401,0.12445222286835234,0,0.1840159103249223
Two women crossing the street on a cold day,Two women huddle together against the wind as they cross the road.,1,123516,0.19549126336714656,1,0.1839692926280807
Two women crossing the street on a cold day,A man eats a granola bar.,2,123516,0.04285714285714285,0,0.1839692926280807
Two women crossing the street on a cold day,Women cross the street.,0,123516,0.3135594716599527,2,0.1839692926280807
Many women and men are seated while others are standing behind a half wall with many bottles on the ledge.,many men and woman are standing waiting in line,2,34464,0.26276259457314616,1,0.18316764295048313
Many women and men are seated while others are standing behind a half wall with many bottles on the ledge.,people are near a ledge outside,0,34464,0.1487491122863391,1,0.18316764295048313
Many women and men are seated while others are standing behind a half wall with many bottles on the ledge.,men and woman are all gathered for an event,1,34464,0.13799122199196412,0,0.18316764295048313
A man in a blue shirt with a duffel bag and a woman in a yellow jacket pushing a baby stroller crossing a city street.,The man is wearing blue.,0,141657,0.12818673067229272,0,0.18294937076280515
A man in a blue shirt with a duffel bag and a woman in a yellow jacket pushing a baby stroller crossing a city street.,The man has a dog in the duffel bag.,1,141657,0.25150857701338714,1,0.18294937076280515
A man in a blue shirt with a duffel bag and a woman in a yellow jacket pushing a baby stroller crossing a city street.,The man is swimming in a pool.,2,141657,0.16915280460273557,1,0.18294937076280515
An elderly woman in a black dress holds a black umbrella over a small boy in a red jacket and brown pants on a pier with a boat in the background.,An old lady and a child are walking in the rain with an umbrella.,1,83748,0.2698229533729161,1,0.18272420793882302
An elderly woman in a black dress holds a black umbrella over a small boy in a red jacket and brown pants on a pier with a boat in the background.,The boy thinks his pants are ugly.,1,83748,0.131775681334071,0,0.18272420793882302
An elderly woman in a black dress holds a black umbrella over a small boy in a red jacket and brown pants on a pier with a boat in the background.,The boy's pants are green.,0,83748,0.14657398910948188,1,0.18272420793882302
A motorcycle racer speeds around a track.,The racer is on a horse.,2,3964,0.20857347520253472,1,0.1822841842343029
A motorcycle racer speeds around a track.,The racer is in an important race.,1,3964,0.12970560229783917,0,0.1822841842343029
A motorcycle racer speeds around a track.,The rider is on a motorcycle.,0,3964,0.20857347520253472,1,0.1822841842343029
2 women are standing in a street playing a blue guitar and a violin.,There is a blue guitar and a violin left by the side of the road.,2,34639,0.2506548969852831,1,0.18198583771188823
2 women are standing in a street playing a blue guitar and a violin.,The women are playing Western music.,1,34639,0.24791412469382085,1,0.18198583771188823
2 women are standing in a street playing a blue guitar and a violin.,Two woman are trying to attract people's attention through music,1,34639,0.0473884914565607,0,0.18198583771188823
A man in nice clothes is trying to balance on the end of the bulldozer bucket.,A man works outside.,-1,156850,0.13148357579650113,0,0.1814379593402936
A man in nice clothes is trying to balance on the end of the bulldozer bucket.,A man controls the crane at his work-site.,2,156850,0.17446596724928282,1,0.1814379593402936
A man in nice clothes is trying to balance on the end of the bulldozer bucket.,The construction supervisor tries to see what the problem with his bulldozer is.,1,156850,0.2383643349750969,1,0.1814379593402936
"Brightly dressed, feather headed wearing women competing on a stage in some sort of pagent.",Women are competing in a regional beauty pageant,1,88775,0.1873729087232742,1,0.18136273421495722
"Brightly dressed, feather headed wearing women competing on a stage in some sort of pagent.",Women are competing in a contest.,0,88775,0.24942566158381335,1,0.18136273421495722
"Brightly dressed, feather headed wearing women competing on a stage in some sort of pagent.",Women are swimming in the pool,2,88775,0.10728963233778406,0,0.18136273421495722
A young woman in a trench coat carries a plastic bag down the sidewalk.,She was naked.,2,169233,0.0375,0,0.1808699925521006
A young woman in a trench coat carries a plastic bag down the sidewalk.,She found the plastic bag on the ground.,1,169233,0.2401416031515178,1,0.1808699925521006
A young woman in a trench coat carries a plastic bag down the sidewalk.,The young woman was outside.,0,169233,0.264968374504784,1,0.1808699925521006
Three young adults with two bikes and a guitar walk away from a large building.,These people are in a car.,2,37842,0.06,0,0.1802131029423839
Three young adults with two bikes and a guitar walk away from a large building.,These people got the guitar and bikes from the building.,1,37842,0.2905329818917988,2,0.1802131029423839
Three young adults with two bikes and a guitar walk away from a large building.,These people are in a car.,2,37842,0.06,0,0.1802131029423839
Three young adults with two bikes and a guitar walk away from a large building.,These people are facing away from the building.,0,37842,0.19010632693535295,1,0.1802131029423839
Three young adults with two bikes and a guitar walk away from a large building.,These people are facing away from the building.,0,37842,0.19010632693535295,1,0.1802131029423839
Three young adults with two bikes and a guitar walk away from a large building.,These people got the guitar and bikes from the building.,1,37842,0.2905329818917988,2,0.1802131029423839
An older gentleman stands along the shore of an immense lake with a cityscape across the water.,The man is fishing.,1,164456,0.1141017066547595,0,0.1801835750179229
An older gentleman stands along the shore of an immense lake with a cityscape across the water.,The man is fishing.,1,164456,0.1141017066547595,0,0.1801835750179229
An older gentleman stands along the shore of an immense lake with a cityscape across the water.,The man is by the shore in the city he lives in.,1,164456,0.16549052680851262,1,0.1801835750179229
An older gentleman stands along the shore of an immense lake with a cityscape across the water.,The man stands by the shore near a city.,0,164456,0.2609584915904966,1,0.1801835750179229
An older gentleman stands along the shore of an immense lake with a cityscape across the water.,The man is by the shore in the city he lives in.,1,164456,0.16549052680851262,1,0.1801835750179229
An older gentleman stands along the shore of an immense lake with a cityscape across the water.,The man stands by the shore near a city.,0,164456,0.2609584915904966,1,0.1801835750179229
A bike rider is caught midair in front of some trees.,A person standing still.,2,175085,0.08,0,0.17980346049694332
A bike rider is caught midair in front of some trees.,A bike rider after a jump.,0,175085,0.24915430749600398,1,0.17980346049694332
A bike rider is caught midair in front of some trees.,A bike rider about to hit a tree.,1,175085,0.21025607399482604,1,0.17980346049694332
An older gentlemen who is wearing a striped polo shirt holding a little kid's hand.,The man is holding someone's hand.,0,32293,0.24209830321816248,1,0.1790593598695552
An older gentlemen who is wearing a striped polo shirt holding a little kid's hand.,The man is trying to find the kid.,2,32293,0.12463770815185471,0,0.1790593598695552
An older gentlemen who is wearing a striped polo shirt holding a little kid's hand.,The kid is the man's son.,1,32293,0.17044206823864838,1,0.1790593598695552
Two men and a woman gather a fresh produce stand.,Three people are wrecking a farmers market.,2,29166,0.075,0,0.17903686229981716
Two men and a woman gather a fresh produce stand.,Three people are visiting a produce stand.,0,29166,0.239739016704618,1,0.17903686229981716
Two men and a woman gather a fresh produce stand.,People are buying fruit from a produce stand.,1,29166,0.22237157019483345,1,0.17903686229981716
A man on a bike with an empty one beside him.,The man needs someone to ride with him.,0,94216,0.23677352680455882,1,0.1789478233975468
A man on a bike with an empty one beside him.,The man doesn't know how to ride a bike.,2,94216,0.18736272680168187,1,0.1789478233975468
A man on a bike with an empty one beside him.,The man has no friends.,1,94216,0.11270721658639976,0,0.1789478233975468
A construction worker in a gray shirt and jeans crouches next to a orange bucket and white bags of materials.,A working man inspects contents of a bucket,0,183192,0.12444042753171142,0,0.1785997234012245
A construction worker in a gray shirt and jeans crouches next to a orange bucket and white bags of materials.,a worker finds a tool in a heap,1,183192,0.13335257185963914,0,0.1785997234012245
A construction worker in a gray shirt and jeans crouches next to a orange bucket and white bags of materials.,a worker crouches near a bucket and bag,0,183192,0.27800617081232293,1,0.1785997234012245
A dog snuggles with a man in sunglasses.,The dog likes the man,0,85410,0.19377276664904525,1,0.17835993490419288
A dog snuggles with a man in sunglasses.,The dog is running from the man,2,85410,0.16390568369657776,1,0.17835993490419288
A dog snuggles with a man in sunglasses.,The dog belongs to the man,1,85410,0.1774013543669557,1,0.17835993490419288
two racing motorcycles side by side on the road.,"Two bikers are racing their bikes, each wanting to win because the loser has to buy dinner.",1,85106,0.15139139139775132,1,0.17832264056420674
two racing motorcycles side by side on the road.,Two bikes are in a race.,0,85106,0.11514418415664374,0,0.17832264056420674
two racing motorcycles side by side on the road.,Two bicyclists are racing down the street.,2,85106,0.26843234613822514,1,0.17832264056420674
A person with an umbrella walks across bridge with pink and purple decorative balls.,A person is standing in auditorium.,2,100780,0.12504580618765432,0,0.17801000952855697
A person with an umbrella walks across bridge with pink and purple decorative balls.,A person is strolling outside.,0,100780,0.13427600787998212,0,0.17801000952855697
A person with an umbrella walks across bridge with pink and purple decorative balls.,It is raining and a person is holding an umbrella.,1,100780,0.27470821451803445,1,0.17801000952855697
Many people are gathered around tents.,The people are at a concert,1,167989,0.19939684749195552,1,0.17738339056989968
Many people are gathered around tents.,There is no one around,2,167989,0.09519772246190517,0,0.17738339056989968
Many people are gathered around tents.,There are people outside,0,167989,0.23755560175583829,1,0.17738339056989968
"A woman in yellow is standing next to a concrete railing and a high voltage warning sign, behind a flight of stairs.",The woman is by a concrete railing.,0,70835,0.25737722190853984,1,0.17735578445926356
"A woman in yellow is standing next to a concrete railing and a high voltage warning sign, behind a flight of stairs.",The woman is caucasian.,1,70835,0.13483309673543534,0,0.17735578445926356
"A woman in yellow is standing next to a concrete railing and a high voltage warning sign, behind a flight of stairs.",The woman is sitting by a pony.,2,70835,0.13985703473381544,0,0.17735578445926356
Three men wearing orange reflector vests and hard hats are working on a road construction project.,The orange reflector vests are bright and shiny.,0,173744,0.301613762207153,2,0.1765208371599647
Three men wearing orange reflector vests and hard hats are working on a road construction project.,The workers are jumping rope at the playground,2,173744,0.04333095151368695,0,0.1765208371599647
Three men wearing orange reflector vests and hard hats are working on a road construction project.,The hard hats are made of stone.,1,173744,0.18461779775905404,1,0.1765208371599647
One Indian lady at a weave making a blanket.,Three Indiana women are weaving.,2,113613,0.04285714285714285,0,0.1765207104432159
One Indian lady at a weave making a blanket.,A woman is weaving a blanket.,0,113613,0.19239685254037298,1,0.1765207104432159
One Indian lady at a weave making a blanket.,A Indian lady is weaving a blue blanket for her son.,1,113613,0.2943081359321319,2,0.1765207104432159
A man with an Afro is skating on a vert ramp,A man is riding a skateboard.,0,157074,0.22089499246711378,1,0.17516047506514543
A man with an Afro is skating on a vert ramp,A woman is sitting on a skateboard.,2,157074,0.1999979147944585,1,0.17516047506514543
A man with an Afro is skating on a vert ramp,A skater is showing off some tricks.,1,157074,0.10458851793386398,0,0.17516047506514543
The little girl in pink has her hands on her hips.,A little boy is playing in a pool.,2,162909,0.16469233147810147,1,0.17509340508642576
The little girl in pink has her hands on her hips.,A little girl is arguing with a friend.,1,162909,0.16469233147810147,1,0.17509340508642576
The little girl in pink has her hands on her hips.,There is a little girl.,0,162909,0.19589555230307432,1,0.17509340508642576
"Three men in suits are standing in front of signs that say Ford, Auto Alliance and Mazda.",Three coworkers are trying to sell cars at their dealership,1,22758,0.07794019537723068,0,0.1747853213707445
"Three men in suits are standing in front of signs that say Ford, Auto Alliance and Mazda.",Three men in suits are buying roses for their girlfriends,2,22758,0.24455718049168362,1,0.1747853213707445
"Three men in suits are standing in front of signs that say Ford, Auto Alliance and Mazda.",Three men are outside an auto dealership,0,22758,0.20185858824331926,1,0.1747853213707445
A crowd of people are standing outside next to a canal at night with boats passing by.,People are driving on a long road,2,29186,0.13403858373861208,0,0.17415981445454565
A crowd of people are standing outside next to a canal at night with boats passing by.,The boats on the canal are green,1,29186,0.15025607399482602,1,0.17415981445454565
A crowd of people are standing outside next to a canal at night with boats passing by.,There are people standing by water,0,29186,0.23818478563019885,1,0.17415981445454565
Four women and three children are making their way down a sidewalk.,A group of men stand on the sidewalk.,2,33760,0.11922921944344124,0,0.17407435149953457
Four women and three children are making their way down a sidewalk.,A group of mothers walk on the sidewalk with their children.,1,33760,0.21746275710988983,1,0.17407435149953457
Four women and three children are making their way down a sidewalk.,A group of people are walking on a sidewalk.,0,33760,0.18553107794527263,1,0.17407435149953457
Three people working and one is holding a shovel full of dirt.,Three people are busy working.,0,160072,0.264968374504784,1,0.1731699484439199
Three people working and one is holding a shovel full of dirt.,Three workers are digging a grave.,2,160072,0.1353122513835345,0,0.1731699484439199
Three people working and one is holding a shovel full of dirt.,Three construction workers are constructing a new building.,1,160072,0.11922921944344124,0,0.1731699484439199
Older woman places a wok on a fire stove.,An older woman washing dishes.,2,78094,0.23245478642731443,1,0.17269382513964193
Older woman places a wok on a fire stove.,Old woman preparing her secret recipe.,1,78094,0.11954623003487377,0,0.17269382513964193
Older woman places a wok on a fire stove.,Older woman getting her kitchen ready,0,78094,0.16608045895673756,1,0.17269382513964193
A man in blue pants and heavy work boots is cleaning white confetti from a street paved with bricks.,There was a parade earlier.,1,59286,0.05217391304347826,0,0.17250346780744444
A man in blue pants and heavy work boots is cleaning white confetti from a street paved with bricks.,There is a person cleaning up confetti off of the street.,0,59286,0.21776512561998512,1,0.17250346780744444
A man in blue pants and heavy work boots is cleaning white confetti from a street paved with bricks.,A man is cleaning confetti strewn all over the road from a recent parade.,1,59286,0.24757136475886993,1,0.17250346780744444
A baseball batter awaits a pitch.,The hockey players are in the rink.,2,85086,0.049999999999999996,0,0.17249200103283024
A baseball batter awaits a pitch.,A man is playing baseball in a stadium.,1,85086,0.2097225809875361,1,0.17249200103283024
A baseball batter awaits a pitch.,A baseball player is waiting.,0,85086,0.25775342211095464,1,0.17249200103283024
Women dressed in short skirts are going to a party.,The ladies look feminine.,0,165171,0.04,0,0.1722485086293337
