premise,hypothesis,label,triplet_nr
A man in tan pants and a red shirt is grilling something in a backyard.,A man is grilling in the backyard.,0,95272
A man in tan pants and a red shirt is grilling something in a backyard.,The man is preparing a meal for his family.,1,95272
A man in tan pants and a red shirt is grilling something in a backyard.,The man is eating at the table.,2,95272
Two cyclists zoom down the road to their destination.,Twp people riding bikes,0,95299
Two cyclists zoom down the road to their destination.,a married couple on a bicycle date,1,95299
Two cyclists zoom down the road to their destination.,a man falls off a bike,2,95299
People walking about a university campus with palm trees in the background.,People walking across a bridge with palm trees in the background.,2,95307
People walking about a university campus with palm trees in the background.,People walking at a tropical university campus filled with palm trees.,1,95307
People walking about a university campus with palm trees in the background.,A group of people walking around a college campus filled with palm trees.,0,95307
"Several men, one in a dark sweater and glasses and another in a white sweatshirt, are walking through the center of a college campus.",The teachers have a discussion about lesson plans as they walk around campus,1,95308
"Several men, one in a dark sweater and glasses and another in a white sweatshirt, are walking through the center of a college campus.",They have a vicious fight in the middle of the campus,2,95308
"Several men, one in a dark sweater and glasses and another in a white sweatshirt, are walking through the center of a college campus.",The men take a liesurely stroll around a local college,0,95308
A child playing on a swing set with construction workers in the background.,the child is outside,0,95324
A child playing on a swing set with construction workers in the background.,the construction workers are fixing the playground,1,95324
A child playing on a swing set with construction workers in the background.,the child is taking a nap,2,95324
"Two women, one in black and one in white, are standing on one foot in front of a window that states, ""Babys"" in green and yellow balls.",Both women are sitting down.,2,95360
"Two women, one in black and one in white, are standing on one foot in front of a window that states, ""Babys"" in green and yellow balls.",Women standing outside window,0,95360
"Two women, one in black and one in white, are standing on one foot in front of a window that states, ""Babys"" in green and yellow balls.",Two women stand outside of a baby store,1,95360
Two dancers practicing together.,Two people rehearse for their recital tomorrow.,1,95363
Two dancers practicing together.,A group of people play rugby outside.,2,95363
Two dancers practicing together.,Two people pratice a sport.,0,95363
The blond man looks at the camera while another man looks into his eyes.,two men and a camera,0,95389
The blond man looks at the camera while another man looks into his eyes.,a man takes a picture of another man's eyes,1,95389
The blond man looks at the camera while another man looks into his eyes.,two men skateboarding,2,95389
A man in a blue shirt walking out a door.,A man is skipping out of the door.,2,95434
A man in a blue shirt walking out a door.,a man is going to get lunch,1,95434
A man in a blue shirt walking out a door.,A man walks into a door.,2,95434
A man in a blue shirt walking out a door.,A person goes through a door.,0,95436
A man in a blue shirt walking out a door.,a man is going out the door,0,95436
A man in a blue shirt walking out a door.,A man is walking fast out of the door.,1,95436
Man in a yellow reflector suit collecting trash as people wait at a bus stop across the street.,A man spies on people while pretending to be a sanitation worker.,1,95503
Man in a yellow reflector suit collecting trash as people wait at a bus stop across the street.,A man sits in a garbage can.,2,95503
Man in a yellow reflector suit collecting trash as people wait at a bus stop across the street.,A man collects trash.,0,95503
There is a lady towing her suitcase behind her down the road.,The lady is sitting on her suitcase.,2,95505
There is a lady towing her suitcase behind her down the road.,The lady is outside.,0,95505
There is a lady towing her suitcase behind her down the road.,The lady is pulling her suitcase to the house.,1,95505
A person wearing a cone-shaped hat is walking down the street with many bags.,A man is standing while holding a bag of groceries.,2,95514
A person wearing a cone-shaped hat is walking down the street with many bags.,A man carries a tuba.,2,95514
A person wearing a cone-shaped hat is walking down the street with many bags.,a person walks down the street with bags from the grocery store,1,95514
"A woman wearing a white shirt and a short, black skirt is in motion on a green, artificial surface.",A woman wear pink pants is sitting in a boat.,2,95567
"A woman wearing a white shirt and a short, black skirt is in motion on a green, artificial surface.",A woman wearing shirt and skirt is moving.,0,95567
"A woman wearing a white shirt and a short, black skirt is in motion on a green, artificial surface.",The woman is talking on her phone.,1,95567
A large billboard of a woman wearing a white shirt and lavender cami is being hung by 2 people in mechanical lift and one man standing on the ledge behind the billboard.,A sign is being posted.,0,95576
A large billboard of a woman wearing a white shirt and lavender cami is being hung by 2 people in mechanical lift and one man standing on the ledge behind the billboard.,People are nearby.,1,95576
A large billboard of a woman wearing a white shirt and lavender cami is being hung by 2 people in mechanical lift and one man standing on the ledge behind the billboard.,And whistle and warble a lively sprong.,2,95576
A toddler walks along a dirt road.,The toddler is taking a nap.,2,95621
A toddler walks along a dirt road.,The toddler is on a hike.,1,95621
A toddler walks along a dirt road.,The toddler is outside.,0,95621
Man creates art using spray paint.,A man is spraying spray paint.,0,95648
Man creates art using spray paint.,A man is painting art with his paint brush.,2,95648
Man creates art using spray paint.,A man is making street art with spray paint.,1,95648
Two dogs run around in an outdoor enclosure.,Two dogs play together in a fenced-in yard.,0,95656
Two dogs run around in an outdoor enclosure.,Two cats walk along the fence.,2,95656
Two dogs run around in an outdoor enclosure.,A pair of German Shepards are digging in the dirt.,1,95656
A woman talking on her cellphone while carrying a dummy.,The woman is seated on the church pew.,2,95685
A woman talking on her cellphone while carrying a dummy.,The woman is holding a CPR dummy.,1,95685
A woman talking on her cellphone while carrying a dummy.,The woman is moving her mouth.,0,95685
A woman walking on a street talking on the phone and she is carrying a mannequin,The woman is yelling into her phone.,1,95688
A woman walking on a street talking on the phone and she is carrying a mannequin,The mannequin is carrying the woman down the street.,2,95688
A woman walking on a street talking on the phone and she is carrying a mannequin,The woman is in the middle of a conversation.,0,95688
A woman walking on a street talking on the phone and she is carrying a mannequin,There is a woman walking down a road with her hands full.,0,95689
A woman walking on a street talking on the phone and she is carrying a mannequin,The woman is on her phone.,0,95689
A woman walking on a street talking on the phone and she is carrying a mannequin,The woman is running a marathon,2,95689
A woman with a white shirt holding a children book.,A woman with another woman walking besides her.,2,95703
A woman with a white shirt holding a children book.,A woman smiling holding a book.,1,95703
A woman with a white shirt holding a children book.,A woman holding a book.,0,95703
A woman with short black hair and a colorful necklace reads a children's illustration book.,A woman with short black hair and a colorful necklace reads .,1,95705
A woman with short black hair and a colorful necklace reads a children's illustration book.,A man sings.,2,95705
A woman with short black hair and a colorful necklace reads a children's illustration book.,A woman with short black hair and a colorful necklace reads a children's  book.,0,95705
"Three people on bikes on a dirty hill, one is in the air.",Three men are on bikes.,1,95718
"Three people on bikes on a dirty hill, one is in the air.",Three people are on bikes.,0,95718
"Three people on bikes on a dirty hill, one is in the air.",Three men are skateboarding.,2,95718
A little boy in a blue shirt is at the bowling alley throwing a red ball.,a child was there,0,95726
A little boy in a blue shirt is at the bowling alley throwing a red ball.,the boys were angry,2,95726
A little boy in a blue shirt is at the bowling alley throwing a red ball.,the boy was listening,1,95726
2 men facing opposite directions walking across a parking lot.,2 women are staring at eachother,2,95746
2 men facing opposite directions walking across a parking lot.,The two men are near some cars,1,95746
2 men facing opposite directions walking across a parking lot.,2 men are out shopping,1,95746
Brown dog splashing into the water.,dog is playing,1,95767
Brown dog splashing into the water.,Dog is getting wet,0,95767
Brown dog splashing into the water.,A black dog is in the water,2,95767
Two light tan dogs of the same breed but different size are running in the woods.,Two dogs are running through the woods.,0,95770
Two light tan dogs of the same breed but different size are running in the woods.,Two dogs are sitting on the beach.,2,95770
Two light tan dogs of the same breed but different size are running in the woods.,Two dogs are running to attack a bear.,1,95770
A man wearing a tan coat shovels snow out of his driveway.,A man is shoveling snow,1,95782
A man wearing a tan coat shovels snow out of his driveway.,A man is wearing a tan coat,0,95782
A man wearing a tan coat shovels snow out of his driveway.,A man is sleeping on his driveway.,2,95782
a white male jumping in the sand on a beach.,A white man sitting on a beach.,2,95790
a white male jumping in the sand on a beach.,A white man jumping.,0,95790
a white male jumping in the sand on a beach.,A white man jumping for a frisbee.,1,95790
"Two workers are on a cherry-picker, one leaning out with a safety harness and the other smiling at the camera.",The workers are participating in a photo shoot,1,95828
"Two workers are on a cherry-picker, one leaning out with a safety harness and the other smiling at the camera.",The two workers have uniforms on.,1,95828
"Two workers are on a cherry-picker, one leaning out with a safety harness and the other smiling at the camera.",One construction worker is on the ground and the other is on his lunch break.,2,95828
A young girl in blue hat and coat is riding a tricycle.,A girl is outside,0,95847
A young girl in blue hat and coat is riding a tricycle.,A boy is riding a bicycle.,2,95847
A young girl in blue hat and coat is riding a tricycle.,A young girl is riding a tricycle back home after playing.,1,95847
A woman in glasses hugs a wooden robot.,A man is working pou t.,2,95859
A woman in glasses hugs a wooden robot.,A woman is touching an inanimate object.,0,95859
A woman in glasses hugs a wooden robot.,A tourist is enjoying a sculpture a little too much .,1,95859
A man in a khaki colored uniform carries a brunette woman in white clothing on his shoulder.,A man has a khaki colored uniform.,0,95878
A man in a khaki colored uniform carries a brunette woman in white clothing on his shoulder.,man carries woman,0,95878
A man in a khaki colored uniform carries a brunette woman in white clothing on his shoulder.,A man in a clown costume rides a golf cart with a redheaded women.,2,95878
"A woman in a blue shirt with a blue bag passes by a large yard sale with colorful clothes, adults and children within.",The yard sale may have pets,1,95903
"A woman in a blue shirt with a blue bag passes by a large yard sale with colorful clothes, adults and children within.",A women going shopping,1,95903
"A woman in a blue shirt with a blue bag passes by a large yard sale with colorful clothes, adults and children within.",A large yardsale,0,95903
Three men work on a piece of equipment.,the men are working together,0,95927
Three men work on a piece of equipment.,the five men painted the street,2,95927
Three men work on a piece of equipment.,the men are fixing a truck,1,95927
The boy in yellow shorts leaps from riverbank towards the river.,A boy in shorts jumps towards a river,0,95944
The boy in yellow shorts leaps from riverbank towards the river.,A boy jumping outside,1,95944
The boy in yellow shorts leaps from riverbank towards the river.,A boy sitting in a chair,2,95944
little boy on beach with yellow shovel,little boy on a sandy beach with yellow shovel,1,95962
little boy on beach with yellow shovel,little girl on beach with yellow shovel,2,95962
little boy on beach with yellow shovel,little boy on beach with shovel,0,95962
A smiling redheaded woman wearing a blue top and jeans stands beside a white fridge and stove in a small kitchen space.,A woman is cooking in the kitchen.,1,95967
A smiling redheaded woman wearing a blue top and jeans stands beside a white fridge and stove in a small kitchen space.,The woman in the kitchen is cleaning.,1,95967
A smiling redheaded woman wearing a blue top and jeans stands beside a white fridge and stove in a small kitchen space.,She's just eaten dinner.,1,95967
A boy in a striped shirt walking a small dog on a leash.,A boy is walking his cow.,2,96002
A boy in a striped shirt walking a small dog on a leash.,A boy is walking his dog.,0,96002
A boy in a striped shirt walking a small dog on a leash.,A boy is walking his dog around his neighborhood.,1,96002
A shirtless man in a blue hat and sunglasses runs waist-deep through a large body of water.,A shirtless man is standing on a sidewalk.,2,96058
A shirtless man in a blue hat and sunglasses runs waist-deep through a large body of water.,A person tries to escape from a shark hidden beneath the water.,1,96058
A shirtless man in a blue hat and sunglasses runs waist-deep through a large body of water.,A shirtless man is in water.,0,96058
A small child looks and smiles as she eats.,A child is looking happy while smiling as she eats.,0,96065
A small child looks and smiles as she eats.,A very small child sitting in her mother's lap looks and smiles as she eats.,1,96065
A small child looks and smiles as she eats.,A small child is not so happy even though she is smiling while she eats.,2,96065
A dog sits still while looking at large rocks.,A dog is looking at food on the rock.,1,96075
A dog sits still while looking at large rocks.,A cat is sitting on a rock.,2,96075
A dog sits still while looking at large rocks.,A dog is looking at something.,0,96075
A boy and three girls in blue school uniforms walk down a dirt-covered road.,The children are playing in the dirt.,2,96104
A boy and three girls in blue school uniforms walk down a dirt-covered road.,The children are wearing their school uniforms.,0,96104
A boy and three girls in blue school uniforms walk down a dirt-covered road.,The children are walking home from school.,1,96104
A woman in a purple print dress sews a pattern on a white piece of fabric.,A seamstress working on a project,1,96106
A woman in a purple print dress sews a pattern on a white piece of fabric.,A seamstress wearing purple finished sewing a pattern on cloth,0,96106
A woman in a purple print dress sews a pattern on a white piece of fabric.,A woman drinking tea,2,96106
A woman in a wedding dress and a man in a suit stand in front of a group of people at an outdoor wedding.,A group of people look on as the bride and groom exchange their vows.,1,96117
A woman in a wedding dress and a man in a suit stand in front of a group of people at an outdoor wedding.,A wedding is happening outdoors.,0,96117
A woman in a wedding dress and a man in a suit stand in front of a group of people at an outdoor wedding.,A man and woman are dancing at a party.,2,96117
A young kid wearing a life jacket,A child wears a life jacket.,0,96119
A young kid wearing a life jacket,A child is climbing a mountain in a t-shirt.,2,96119
A young kid wearing a life jacket,A child prepares to go for a boat ride.,1,96119
A little girl in a red pull over holding a toy in both hands smiling.,The smiling girl with the toy in her hands received it as a reward for good behavior.,1,96127
A little girl in a red pull over holding a toy in both hands smiling.,The smiling little girl holds a toy in her hands.,0,96127
A little girl in a red pull over holding a toy in both hands smiling.,The little boy in the red pullover is holding a toy in his hand.,2,96127
A young girl in a swimsuit riding a toy train.,A girl is playing with a toy.,0,96159
A young girl in a swimsuit riding a toy train.,The teenage girl is riding a train.,2,96159
A young girl in a swimsuit riding a toy train.,The girl is warm.,1,96159
A group of people standing in a courtyard looking up at people out on balconies above.,A group of people standing in a courtyard on a tour looking up at people out on balconies above.,1,96177
A group of people standing in a courtyard looking up at people out on balconies above.,A group of people outside looking at buildings.,0,96177
A group of people standing in a courtyard looking up at people out on balconies above.,A group of people standing in the street looking at people sitting in a bar.,2,96177
People looking at the train from a train track platform.,The soccer team is inside a department store.,2,96204
People looking at the train from a train track platform.,A group watches a locomotive.,0,96204
People looking at the train from a train track platform.,Passengers wait to board the subway car.,1,96204
"The pitcher on the mound, number 46, is poised for his next pitch.",The pitcher has just successfully thrown a ball.,1,96218
"The pitcher on the mound, number 46, is poised for his next pitch.",A bunch of prisoners are ready to be executed.,2,96218
"The pitcher on the mound, number 46, is poised for his next pitch.",A baseball players gets ready to pitch.,0,96218
People are ordering fish at what looks to be an Asian seafood market.,People shop at a seafood market,0,96272
People are ordering fish at what looks to be an Asian seafood market.,People order Tuna at a seafood market,1,96272
People are ordering fish at what looks to be an Asian seafood market.,Vegans walk by an Asian seafood market,2,96272
A large gray bird begins to land in the water.,the bird is hungry,1,96287
A large gray bird begins to land in the water.,the bird is small,2,96287
A large gray bird begins to land in the water.,the bird is gray,0,96287
"Two smiling men, one wearing a red jacket and the other wearing a navy blue jacket, are standing in the snow preparing to ski.",The woman are enjoying their vacation to Aspen with some skiing on the fresh morning powder.,1,96297
"Two smiling men, one wearing a red jacket and the other wearing a navy blue jacket, are standing in the snow preparing to ski.","There are two woman in this picture, and they are both outside.",0,96297
"Two smiling men, one wearing a red jacket and the other wearing a navy blue jacket, are standing in the snow preparing to ski.",The woman are on their way to their church's Easter Sunday service.,2,96297
Three people wearing white hard hats ride on a forklift.,one of them is wearing a blue hat,2,96325
Three people wearing white hard hats ride on a forklift.,they are all working,1,96325
Three people wearing white hard hats ride on a forklift.,three men are on a forklift,0,96325
A man in a brown jacket looking off to the side,A person with his head turned.,0,96376
A man in a brown jacket looking off to the side,A man in a corduroy sportscoat.,1,96376
A man in a brown jacket looking off to the side,A man in an orange jumpsuit.,2,96376
The black and brown dog is running through the snow.,The dog is chasing a ball .,1,96389
The black and brown dog is running through the snow.,The dog is on a beach .,2,96389
The black and brown dog is running through the snow.,It is winter.,0,96389
An injured football player is being nursed on the field in the middle of a game.,The football player was hurt.,0,96399
An injured football player is being nursed on the field in the middle of a game.,He hurt his leg playing baseball.,2,96399
An injured football player is being nursed on the field in the middle of a game.,The football player hurt their arm.,1,96399
"A group of people walking through town on a cobblestone street, with a dark, ominous sky overhead.",A group of people are walking outside on a sunny day.,2,96411
"A group of people walking through town on a cobblestone street, with a dark, ominous sky overhead.",Some friends are walking outside with rain clouds above.,0,96411
"A group of people walking through town on a cobblestone street, with a dark, ominous sky overhead.",A group of people are attempting to get inside before it rains.,1,96411
A man is on a ladder trying to harvest some wheat or see over the top of it.,a person is in a wheat field.,0,96439
A man is on a ladder trying to harvest some wheat or see over the top of it.,a farmer is harvesting his crop,1,96439
A man is on a ladder trying to harvest some wheat or see over the top of it.,a woman is looking over a box of wheaties.,2,96439
Men working with large machinery.,There is more than one man,0,96460
Men working with large machinery.,The men are running across a street,2,96460
Men working with large machinery.,The men are wearing hard hats,1,96460
The collie is running down a blue and yellow board.,A puppy is walking around.,1,96511
The collie is running down a blue and yellow board.,The dog is running towards her owner.,1,96511
The collie is running down a blue and yellow board.,A dog is running on a board.,0,96511
Three people sit in front of a man who is standing in front of a orange wall with art pictures on it.,The people are at an art exhibit.,1,96535
Three people sit in front of a man who is standing in front of a orange wall with art pictures on it.,All four people are fast asleep.,2,96535
Three people sit in front of a man who is standing in front of a orange wall with art pictures on it.,There are three people sitting and one standing.,0,96535
One stuntman jumps over another stuntman who is doing a back flip from a wall,A man performing a stunt for a movie.,1,96541
One stuntman jumps over another stuntman who is doing a back flip from a wall,A dog eating popcorn.,2,96541
One stuntman jumps over another stuntman who is doing a back flip from a wall,A man jumps.,0,96541
A woman in a pink v neck shirt is typing on a keyboard plugged into a laptop.,A woman is dancing by her table.,2,96575
A woman in a pink v neck shirt is typing on a keyboard plugged into a laptop.,A woman in a pink shirt is typing on a plugged-in keyboard.,0,96575
A woman in a pink v neck shirt is typing on a keyboard plugged into a laptop.,A woman in a pink shirt is typing up a letter on a plugged- in keyboard,1,96575
An individual in an orange shirt rides a red bike by a river.,A man rides in a bike race.,1,96596
An individual in an orange shirt rides a red bike by a river.,A person rides a bike by the river.,0,96596
An individual in an orange shirt rides a red bike by a river.,A man runs a 5K.,2,96596
"A snowboarder balances on an obstacle, with a bright light in the background, while snowboarding at night.",It is noon.,2,96651
"A snowboarder balances on an obstacle, with a bright light in the background, while snowboarding at night.",A snowboarder blances on an obstical on a closed course at night.,1,96651
"A snowboarder balances on an obstacle, with a bright light in the background, while snowboarding at night.",The is ample snow on the slopes,0,96651
A snowboarder who is doing a trick.,trick on snowboard,0,96654
A snowboarder who is doing a trick.,tricks on snow,1,96654
A snowboarder who is doing a trick.,snowboarder taking a break,2,96654
A man with a scruffy beard and a hat appears to be giving a speech to a crowd holding a microphone.,The man is running for office.,1,96683
A man with a scruffy beard and a hat appears to be giving a speech to a crowd holding a microphone.,There are several people in the area.,0,96683
A man with a scruffy beard and a hat appears to be giving a speech to a crowd holding a microphone.,The mime was singing happy birthday on a boat.,2,96683
Three soccer players are in action on a field while spectators watch.,Three people practice their soccer game.,1,96692
Three soccer players are in action on a field while spectators watch.,Three people playing soccer.,0,96692
Three soccer players are in action on a field while spectators watch.,A man sleeps.,2,96692
Several women are walking down a city street.,the women are nuns,1,96699
Several women are walking down a city street.,The women are outside.,0,96699
Several women are walking down a city street.,The women are at the beach.,2,96699
Muzzled greyhounds are racing along a dog track.,The dogs are outside running in a circle.,1,96755
Muzzled greyhounds are racing along a dog track.,The dogs have their faces covered.,0,96755
Muzzled greyhounds are racing along a dog track.,The dogs are all pit bulls.,2,96755
A photographer is kneeling in front of a railing that is protects falling into water.,The photographer is getting a good angle to take a picture.,1,96760
A photographer is kneeling in front of a railing that is protects falling into water.,A person with a camera is near the railing.,0,96760
A photographer is kneeling in front of a railing that is protects falling into water.,A man is hiking a mountain.,2,96760
A dog playing with a toy.,the dog is dead and no toys,2,96767
A dog playing with a toy.,a dog is trying to find his lost toy,1,96767
A dog playing with a toy.,dog loves playing with toys,0,96767
A guy typing on a laptop computer.,A man on his computer.,0,96803
A guy typing on a laptop computer.,A man is typing up a report.,1,96803
A guy typing on a laptop computer.,A woman watching TV.,2,96803
A young man in a polo shirt prepares his laptop for a presentation.,THe man own the laptop.,1,96809
A young man in a polo shirt prepares his laptop for a presentation.,The man is wearing a blue sweater.,2,96809
A young man in a polo shirt prepares his laptop for a presentation.,A man is using a laptop.,0,96809
A sexy middle-age lady got her photo taken in front of a building.,The MILF took a selfie in front of the building.,1,96859
A sexy middle-age lady got her photo taken in front of a building.,The hot chick gets her pic taken.,0,96859
A sexy middle-age lady got her photo taken in front of a building.,The ugly hag gets her picture taken in the street.,2,96859
A girl running along the beach.,"This girl is running in the direction of her lover, whom she just saw for the first time in over a week.",1,96878
A girl running along the beach.,"The girl sits at the bar, waiting for her prince charming to buy her a drink.",2,96878
A girl running along the beach.,There is a girl on the beach.,0,96878
Two dogs are racing and have muzzles on their mouths.,Two dogs are baking cakes.,2,96884
Two dogs are racing and have muzzles on their mouths.,Two dogs are unable to bite.,0,96884
Two dogs are racing and have muzzles on their mouths.,Two dogs have muzzles because they were bad.,1,96884
two dogs race around the course.,Two dogs are outside.,1,96887
two dogs race around the course.,Two dogs are competing in a dog meet.,1,96887
two dogs race around the course.,Two dogs are sleeping.,2,96887
A boy wearing a blue shirt and a whistle standing by a lake.,A boy is sitting in a classroom learning.,2,96929
A boy wearing a blue shirt and a whistle standing by a lake.,A boy is standing by a lake.,0,96929
A boy wearing a blue shirt and a whistle standing by a lake.,A boy is getting ready to jump in the lake.,1,96929
A man wiping the snow off his car with a large brick house in the back.,The man is inside his car smoking snow.,2,96936
A man wiping the snow off his car with a large brick house in the back.,A man is removing snow.,0,96936
A man wiping the snow off his car with a large brick house in the back.,The man is trying to use his car to get to work.,1,96936
A blue phone booth sits next to a display window.,A pink phone booth sits in an open field.,2,97002
A blue phone booth sits next to a display window.,A phone booth outside a store window on a busy corner downtown.,1,97002
A blue phone booth sits next to a display window.,A phone booth outside a store display window.,0,97002
A baseball player swings at the ball as onlookers watch.,A baseball player throws a fastball.,2,97021
A baseball player swings at the ball as onlookers watch.,A baseball player swings at the ball and hits a homerun.,1,97021
A baseball player swings at the ball as onlookers watch.,A baseball player swings at the ball.,0,97021
Scuba divers are examining a wrecked airplane.,A plane crashed in the ocean.,1,97112
Scuba divers are examining a wrecked airplane.,A plane crashed in the water.,0,97112
Scuba divers are examining a wrecked airplane.,A wrecked plane is on a mountain top.,2,97112
People with bags and cameras walking on road.,People are touring a city.,1,97119
People with bags and cameras walking on road.,People walking on a road.,0,97119
People with bags and cameras walking on road.,People are taking pictures from a bus.,2,97119
People walking on a desert street.,Some people are walking.,0,97129
People walking on a desert street.,The street is covered in snow.,2,97129
People walking on a desert street.,Everybody is walking.,1,97129
"I see a man putting his items from the shopping cart, ready to be checked out.","I see a man putting his items from the cart, ready to be checked out.",0,97131
"I see a man putting his items from the shopping cart, ready to be checked out.","I see a woman putting his items from the shopping cart, ready to be checked out.",2,97131
"I see a man putting his items from the shopping cart, ready to be checked out.","I see a sad man putting his items from the shopping cart, ready to be checked out.",1,97131
Dog digs in sand,A dog is playing,0,97165
Dog digs in sand,The dogs are sitting,2,97165
Dog digs in sand,A big animal digging,1,97165
A hot girl talking to her friends while walking.,The pretty girl is an alien.,2,97175
A hot girl talking to her friends while walking.,The pretty girl is talking.,0,97175
A hot girl talking to her friends while walking.,The pretty girl never has to pay for a thing.,1,97175
The blond woman is talking on her cellphone.,A lady is talking to her husband on the phone.,1,97177
The blond woman is talking on her cellphone.,A woman is taking a phone call.,0,97177
The blond woman is talking on her cellphone.,A woman is playing a game on her phone.,2,97177
Two girls dancing in traditional garb.,there are females enjoying classic art,0,97187
Two girls dancing in traditional garb.,there are couple of females reading newspaper,2,97187
Two girls dancing in traditional garb.,girls are learning dance,1,97187
A group of men sitting on the roof of a building.,A group of men are in a basement.,2,97200
A group of men sitting on the roof of a building.,A group of men are outside.,0,97200
A group of men sitting on the roof of a building.,A group of men are repairing a roof.,1,97200
Several young children dressed in winter clothes play in the street outside of Stampen's restaurant with the streetlights on while several adults are standing around.,Several young children are dressed in winter clothes,0,97213
Several young children dressed in winter clothes play in the street outside of Stampen's restaurant with the streetlights on while several adults are standing around.,The young children are wearing summer clothes,2,97213
Several young children dressed in winter clothes play in the street outside of Stampen's restaurant with the streetlights on while several adults are standing around.,The young children are playing outside in the snow,1,97213
"A woman wearing a brown scarf and sunglasses, walks through a shopping outlet.",The woman in the brown scarf and sunglasses is walking.,0,97216
"A woman wearing a brown scarf and sunglasses, walks through a shopping outlet.",The woman is in her car.,2,97216
"A woman wearing a brown scarf and sunglasses, walks through a shopping outlet.",The woman is buying goods.,1,97216
Two individuals are standing on playground equipment.,Two people are on equipment,0,97227
Two individuals are standing on playground equipment.,Four kids are jumping in a pool,2,97227
Two individuals are standing on playground equipment.,two individuals are playing on a playground outside.,1,97227
Two people are picking up their belongings in front of a Subway.,A couple of people are sleeping.,2,97274
Two people are picking up their belongings in front of a Subway.,People are waiting outside for their ride.,1,97274
Two people are picking up their belongings in front of a Subway.,People are eating,2,97274
A woman in a purple jacket sits near a trashcan.,Woman in purple Adidas jacket sits near a trashcan,1,97317
A woman in a purple jacket sits near a trashcan.,Woman making burgers,2,97317
A woman in a purple jacket sits near a trashcan.,Woman in purple jacket sits near a trashcan,0,97317
People walk across a street as utility workers fix a light.,People crossing a street.,0,97318
People walk across a street as utility workers fix a light.,Two girls running across a street.,2,97318
People walk across a street as utility workers fix a light.,Workers hard at work.,1,97318
A woman dressed in black boots and a black trench coat is walking down the middle of the street.,The woman walking down the street trips and falls.,1,97329
A woman dressed in black boots and a black trench coat is walking down the middle of the street.,The woman is relaxing at home.,2,97329
A woman dressed in black boots and a black trench coat is walking down the middle of the street.,A woman wearing boots is walking down the street.,0,97329
People sit in front of a giant statue of a woman.,People appreciating a statue of a woman.,1,97371
People sit in front of a giant statue of a woman.,People on a statue.,2,97371
People sit in front of a giant statue of a woman.,People sitting.,0,97371
A large group of people sitting in for a presentation.,A group of people are sitting together inside.,0,97385
A large group of people sitting in for a presentation.,A man is sitting and watching a movie.,2,97385
A large group of people sitting in for a presentation.,A large group of people who work together are sitting in for a presentation.,1,97385
A man in black is juggling 3 flamed bottles.,A man is doing a show.,1,97412
A man in black is juggling 3 flamed bottles.,"A man is sitting on the couch, watching a talent show on TV.",2,97412
A man in black is juggling 3 flamed bottles.,A man is juggling bottle that are on fire.,1,97412
A dark-skinned woman who is wearing a turban stands in the water doing laundry.,A white woman folds her laundry in her bedroom.,2,97415
A dark-skinned woman who is wearing a turban stands in the water doing laundry.,A person is standing.,0,97415
A dark-skinned woman who is wearing a turban stands in the water doing laundry.,A dark-skinned woman who is wearing a turban and nothing else stands in the water doing laundry.,1,97415
The Oklahoma football player watches the game from the sidelines.,A football player is sitting on a bench,1,97425
The Oklahoma football player watches the game from the sidelines.,A football player is sitting on the sideline,0,97425
The Oklahoma football player watches the game from the sidelines.,A football player is playing in the game,2,97425
A young boy is dancing around.,The boy is dancing,0,97466
A young boy is dancing around.,The boy is playing basketball,2,97466
A young boy is dancing around.,The boy is practicing for a competition,1,97466
People dressed in colorful Mardis Gras outfits pose very suggestively for the camera.,They are celebrating Mardi Gras.,0,97469
People dressed in colorful Mardis Gras outfits pose very suggestively for the camera.,They are on holiday.,1,97469
People dressed in colorful Mardis Gras outfits pose very suggestively for the camera.,They are remembering September 11th.,2,97469
A woman is bending down and looking into a stream through a wooded and mossy forest.,The woman looks at water,0,97479
A woman is bending down and looking into a stream through a wooded and mossy forest.,The man drinks the stream,2,97479
A woman is bending down and looking into a stream through a wooded and mossy forest.,The woman looks for a rock in the stream,1,97479
people getting ready to ride bikes.,There are people with bikes.,0,97510
people getting ready to ride bikes.,There are people on the pool.,2,97510
people getting ready to ride bikes.,There are people getting ready for a competition.,1,97510
A local paddles their canoe through the water.,A local takes their canoe through the water.,0,97512
A local paddles their canoe through the water.,A local paddles their canoe through the water.,0,97512
A local paddles their canoe through the water.,do fish sleep,2,97512
A person in a hat walking their dog in front of a building with large chain-linked fences surrounding it.,A person is walking their dog outside near a building.,0,97552
A person in a hat walking their dog in front of a building with large chain-linked fences surrounding it.,A person in a hat is walking their dog before going into the vet's facility.,1,97552
A person in a hat walking their dog in front of a building with large chain-linked fences surrounding it.,A bareheaded person is walking their dog along a pastoral river.,2,97552
"One guy wearing a blue shirt and a cowboy hat is painting a picture, as tourists in the background walk.",A painter is dressed in a cowboy hat while drawing pictures for interested tourists.,1,97580
"One guy wearing a blue shirt and a cowboy hat is painting a picture, as tourists in the background walk.",The man with cow boy hat is painting at tourist place..,0,97580
"One guy wearing a blue shirt and a cowboy hat is painting a picture, as tourists in the background walk.",the guy is sculpting a sculpture,2,97580
Woman looking out the window at a man.,"A woman is inside, looking out a window.",1,97597
Woman looking out the window at a man.,The woman is indoors.,0,97597
Woman looking out the window at a man.,A man is looking at a woman through a window.,2,97597
